SEGID,DY_VOL,FT,ATYPENAME,LANES,YEAR,FAC_WDAVG,modAadt,aadtAdjFactor,modForecast
0241_000.3,35841.9,2.0,Urban,4.0,2050,1.0946,32744,3045.0,36000.0
0241_000.7,25749.3,2.0,Urban,4.0,2050,1.0946,23523,1298.0,25000.0
0241_001.2,25069.4,2.0,Urban,4.0,2050,1.0946,22902,5181.0,28000.0
0265_000.0,32876.6,2.0,Urban,6.0,2050,1.0946,30035,1929.0,32000.0
0265_000.4,28949.9,15.0,Urban,4.0,2050,1.0946,26447,-12268.0,14000.0
0265_000.7,40342.5,15.0,Urban,6.0,2050,1.0946,36855,12816.0,49500.0
0265_001.2,52249.8,2.0,Urban,6.0,2050,1.0946,47734,4429.0,52000.0
0265_001.7,49935.5,2.0,Urban,6.0,2050,1.0946,45619,13577.0,59000.0
0265_002.3,45295.7,2.0,Urban,6.0,2050,1.0946,41381,2474.0,44000.0
0265_002.7,55533.0,2.0,Urban,6.0,2050,1.0946,50733,-17919.0,33000.0
0265_003.6,40177.8,2.0,Urban,6.0,2050,1.0946,36705,-202.0,36500.0
0265_004.1,33600.4,2.0,Urban,6.0,2050,1.0946,30696,8945.0,39500.0
0266_000.0,72633.8,2.0,Urban,6.0,2050,1.0946,66356,-31614.0,34500.0
0266_000.1,37403.9,2.0,Urban,6.0,2050,1.0946,34171,26769.0,61000.0
0266_000.3,36701.0,2.0,Urban,6.0,2050,1.0946,33529,25839.0,59500.0
0266_000.8,27047.6,2.0,Urban,4.0,2050,1.0924,24759,10276.0,35000.0
0266_001.7,42395.3,2.0,Urban,4.0,2050,1.0946,38731,-8128.0,30500.0
0266_002.2,49774.8,2.0,Urban,4.0,2050,1.0946,45473,4022.0,49500.0
0266_002.6,60097.8,2.0,Urban,4.0,2050,1.0946,54903,-2821.0,52000.0
0266_002.8,83653.3,2.0,Urban,6.0,2050,1.0946,76423,-13908.0,62500.0
0266_003.0,69266.7,2.0,Urban,6.0,2050,1.0946,63280,-5244.0,58000.0
0266_003.4,54103.8,2.0,Urban,6.0,2050,1.0946,49427,7281.0,56500.0
0266_003.5,63982.7,2.0,Urban,6.0,2050,1.0946,58453,-7427.0,51000.0
0266_004.1,60612.1,2.0,Urban,6.0,2050,1.0946,55373,-4709.0,50500.0
0266_004.4,32752.5,2.0,Urban,4.0,2050,1.0946,29921,6432.0,36500.0
0266_004.7,34570.3,2.0,Urban,4.0,2050,1.0946,31582,9632.0,41000.0
0266_005.0,23747.2,2.0,Urban,4.0,2050,1.0946,21694,14611.0,36500.0
0266_005.3,21955.1,2.0,Urban,4.0,2050,1.0946,20057,5479.0,25500.0
0266_006.0,19037.8,2.0,Urban,2.0,2050,1.0946,17392,-3420.0,14000.0
0266_006.6,11522.6,2.0,Urban,2.0,2050,1.0924,10547,3112.0,13500.0
0266_006.9,14883.9,2.0,Suburban,2.0,2050,1.0924,13624,1973.0,15500.0
0266_007.4,11250.9,2.0,Suburban,2.0,2050,1.0924,10299,8103.0,18500.0
0268_000.0,19478.6,3.0,Urban,4.0,2050,1.0924,17831,-4768.0,13000.0
0268_000.2,51926.0,3.0,Urban,4.0,2050,1.0946,47438,-28291.0,19000.0
0268_000.6,39692.1,3.0,Urban,4.0,2050,1.0946,36261,-17609.0,18500.0
0269_000.0,65771.5,2.0,Urban,4.0,2050,1.0946,60087,11954.0,72000.0
0269_000.2,51837.6,2.0,Urban,4.0,2050,1.0946,47357,19844.0,67000.0
0269_000.3,48220.0,2.0,CBD-like,4.0,2050,1.0946,44052,9514.0,53500.0
0269_000.5,45313.2,2.0,CBD-like,4.0,2050,1.0946,41397,9745.0,51000.0
0269_000.6,50311.2,2.0,CBD-like,4.0,2050,1.0946,45963,1027.0,47000.0
0269_000.8,49478.6,2.0,CBD-like,4.0,2050,1.0946,45202,-3414.0,42000.0
0269_000.9,49011.4,2.0,CBD-like,4.0,2050,1.0946,44775,-16360.0,28500.0
0269_001.0,51511.1,2.0,CBD-like,4.0,2050,1.0946,47059,-13811.0,33000.0
0269_001.2,50214.9,2.0,CBD-like,4.0,2050,1.0946,45875,3212.0,49000.0
0269_001.3,50861.8,2.0,CBD-like,4.0,2050,1.0946,46466,6886.0,53500.0
0269_001.5,51552.3,2.0,CBD-like,4.0,2050,1.0946,47096,-945.0,46000.0
0269_001.7,60877.3,2.0,Urban,4.0,2050,1.0946,55616,-10570.0,45000.0
0270_000.0,48490.6,3.0,CBD-like,6.0,2050,1.0946,44299,-23638.0,20500.0
0270_000.2,44158.2,3.0,CBD-like,6.0,2050,1.0946,40341,-16482.0,24000.0
0270_000.3,45583.3,3.0,CBD-like,6.0,2050,1.0946,41643,-11637.0,30000.0
0270_000.5,42571.3,3.0,CBD-like,6.0,2050,1.0946,38892,-2248.0,36500.0
0270_000.6,41392.8,3.0,CBD-like,6.0,2050,1.0946,37815,7419.0,45000.0
0273_000.0,15566.8,3.0,Suburban,4.0,2050,1.0924,14250,-1193.0,13000.0
0273_001.1,20768.5,3.0,Suburban,4.0,2050,1.0924,19011,-1689.0,17500.0
0273_002.1,31260.9,3.0,Suburban,4.0,2050,1.0924,28616,-10587.0,18000.0
0273_002.4,39510.9,3.0,Suburban,4.0,2050,1.0924,36168,-2978.0,33000.0
0273_003.0,25266.3,3.0,Suburban,4.0,2050,1.0924,23129,10412.0,33500.0
0282_000.0,56654.7,4.0,Urban,4.0,2050,1.0946,51758,-41491.0,10500.0
0282_000.1,6547.0,4.0,Urban,2.0,2050,1.0946,5981,2714.0,8700.0
0282_000.5,45363.7,3.0,Urban,4.0,2050,1.0946,41443,-22748.0,18500.0
0282_001.0,38796.8,3.0,Urban,4.0,2050,1.0946,35443,-5645.0,30000.0
0282_001.4,26714.4,4.0,Urban,4.0,2050,1.0946,24405,13557.0,38000.0
0282_001.8,2597.9,4.0,Urban,4.0,2050,1.0946,2373,13318.0,15500.0
0282_002.2,17994.7,4.0,Urban,4.0,2050,1.0946,16439,-860.0,15500.0
0282_002.4,4215.7,4.0,Urban,4.0,2050,1.0946,3851,9748.0,13500.0
0287_000.0,6736.4,3.0,Urban,2.0,2050,1.0924,6166,568.0,6700.0
0315_000.0,16.6,5.0,Transition,2.0,2050,0.9555,17,0.0,20.0
0315_000.9,9211.5,5.0,Transition,2.0,2050,0.9593,9602,1086.0,10500.0
0315_001.4,4975.7,5.0,Transition,2.0,2050,0.9593,5186,1528.0,6700.0
1082_008.5,952.3,5.0,Rural,2.0,2050,0.9555,996,195.0,1200.0
1082_012.5,14281.8,3.0,Transition,2.0,2050,0.9593,14887,-188.0,14500.0
1082_013.3,13223.7,3.0,Suburban,2.0,2050,1.0924,12105,1700.0,14000.0
1082_014.4,11960.5,3.0,Urban,4.0,2050,1.0924,10948,23.0,11000.0
1084_000.0,1480.8,5.0,Rural,2.0,2050,0.984,1504,284.0,1800.0
1084_001.0,2026.0,5.0,Rural,2.0,2050,0.984,2058,-108.0,2000.0
1085_001.5,3525.8,4.0,Transition,2.0,2050,1.0918,3229,-857.0,2400.0
1085_001.6,3820.2,4.0,Transition,2.0,2050,0.0,0,0.0,0.0
1085_002.3,3538.4,5.0,Transition,2.0,2050,1.0918,3240,-1160.0,2100.0
1085_003.4,4007.7,5.0,Transition,2.0,2050,1.0924,3668,-1566.0,2100.0
1085_004.1,3895.5,5.0,Suburban,2.0,2050,1.0924,3566,0.0,3600.0
1086_000.0,19994.9,3.0,Urban,4.0,2050,1.0924,18303,-3059.0,15000.0
1086_000.7,15414.2,3.0,Urban,2.0,2050,1.0924,14110,-3836.0,10500.0
1086_001.2,10375.3,3.0,Urban,2.0,2050,1.0946,9478,-248.0,9200.0
1086_001.7,9070.5,3.0,Urban,2.0,2050,1.0924,8303,-3225.0,5100.0
1086_001.9,8053.4,3.0,Suburban,2.0,2050,1.0924,7372,-2032.0,5300.0
1086_002.6,4275.3,3.0,Suburban,2.0,2050,1.0924,3913,1632.0,5500.0
1086_003.0,4693.6,3.0,Transition,2.0,2050,1.0924,4296,2301.0,6600.0
1086_003.4,3140.4,3.0,Transition,2.0,2050,1.0924,2874,-1324.0,1600.0
1088_000.0,9159.0,3.0,Urban,2.0,2050,1.0924,8384,-1141.0,7200.0
1088_000.4,4588.4,5.0,Suburban,2.0,2050,1.0924,4200,659.0,4900.0
1088_000.6,2448.9,5.0,Suburban,2.0,2050,1.0924,2241,2627.0,4900.0
1090_000.0,1938.2,5.0,Transition,2.0,2050,1.0924,1774,-669.0,1100.0
1090_000.7,4778.7,5.0,Suburban,2.0,2050,1.0924,4374,1511.0,5900.0
1090_001.2,4069.8,5.0,Suburban,2.0,2050,1.0924,3725,111.0,3800.0
1090_001.5,1586.8,5.0,Suburban,2.0,2050,1.0924,1452,2240.0,3700.0
1092_000.0,675.6,5.0,Suburban,2.0,2050,1.0924,618,0.0,600.0
1092_000.7,2016.9,5.0,Urban,2.0,2050,1.0946,1842,0.0,1800.0
1092_001.2,1198.8,5.0,Suburban,2.0,2050,1.0924,1097,0.0,1100.0
1094_000.0,215.0,5.0,Urban,2.0,2050,1.0924,196,534.0,750.0
1094_000.4,4544.1,5.0,Urban,2.0,2050,1.0946,4151,-1721.0,2400.0
1094_000.6,3911.9,5.0,Suburban,2.0,2050,1.0924,3581,803.0,4400.0
1094_000.9,2206.6,5.0,Suburban,2.0,2050,1.0924,2019,1471.0,3500.0
1094_001.5,586.0,4.0,Transition,2.0,2050,1.0918,536,376.0,900.0
1096_000.0,2120.2,5.0,Suburban,2.0,2050,1.0924,1940,-23.0,1900.0
1096_000.4,1898.9,5.0,Suburban,2.0,2050,1.0924,1738,-573.0,1200.0
1098_000.0,4567.1,5.0,Transition,2.0,2050,1.0918,4183,1248.0,5400.0
1098_000.8,2535.4,5.0,Transition,2.0,2050,1.0918,2322,1424.0,3700.0
1100_000.0,2395.7,5.0,Suburban,2.0,2050,1.0924,2193,3340.0,5500.0
1100_001.1,2533.6,5.0,Suburban,2.0,2050,1.0924,2319,1819.0,4100.0
1100_001.6,2614.0,5.0,Suburban,2.0,2050,1.0924,2392,-844.0,1500.0
1100_001.7,1961.6,5.0,Suburban,2.0,2050,1.0924,1795,-436.0,1400.0
1112_000.0,2671.6,5.0,Rural,2.0,2050,0.984,2715,-324.0,2400.0
1112_002.2,1602.9,5.0,Rural,2.0,2050,0.984,1628,0.0,1600.0
1380_000.0,24931.8,4.0,Suburban,2.0,2050,1.0924,22822,-7846.0,15000.0
1380_000.1,13210.5,3.0,Suburban,2.0,2050,1.0924,12093,425.0,12500.0
1380_000.5,18564.1,3.0,Suburban,2.0,2050,1.0924,16993,-3700.0,13500.0
1380_001.2,18772.6,3.0,Suburban,2.0,2050,1.0924,17184,1483.0,18500.0
1380_001.7,7972.5,3.0,Suburban,2.0,2050,1.0924,7298,-1401.0,5900.0
1384_000.0,10065.2,5.0,Suburban,2.0,2050,1.0924,9213,-3746.0,5500.0
1384_000.2,2914.3,5.0,Urban,2.0,2050,1.0946,2662,2724.0,5400.0
1384_000.6,3568.0,5.0,Urban,2.0,2050,1.0946,3259,2551.0,5800.0
1384_001.6,2702.5,5.0,Suburban,2.0,2050,1.0924,2473,3942.0,6400.0
1384_002.5,731.8,5.0,Urban,2.0,2050,1.0924,669,3812.0,4500.0
1384_003.1,2731.3,5.0,Suburban,2.0,2050,1.0924,2500,3366.0,5900.0
1384_003.8,2113.3,5.0,Suburban,2.0,2050,1.0918,1935,3989.0,5900.0
1386_000.0,9252.8,3.0,Suburban,2.0,2050,1.0946,8453,2380.0,11000.0
1386_000.5,14938.3,3.0,Urban,2.0,2050,1.0946,13647,-3215.0,10500.0
1386_000.9,16881.8,3.0,Urban,2.0,2050,1.0946,15422,-5173.0,10000.0
1388_000.0,27001.4,3.0,Urban,4.0,2050,1.0946,24667,3641.0,28500.0
1388_000.2,16745.5,3.0,Urban,4.0,2050,1.0946,15298,-458.0,15000.0
1388_000.5,19126.1,3.0,Suburban,4.0,2050,1.0924,17508,3357.0,21000.0
1388_000.8,14307.6,3.0,Suburban,4.0,2050,1.0924,13097,2888.0,16000.0
1388_001.4,12904.3,3.0,Suburban,4.0,2050,1.0946,11789,3789.0,15500.0
1388_001.7,10666.7,3.0,Suburban,4.0,2050,1.0946,9744,2752.0,12500.0
1388_002.4,14204.5,3.0,Urban,2.0,2050,1.0946,12976,5039.0,18000.0
1388_003.0,11667.6,4.0,Suburban,2.0,2050,1.0946,10659,1012.0,11500.0
1388_003.9,5059.8,4.0,Suburban,2.0,2050,1.0924,4631,1020.0,5700.0
1388_004.4,6555.6,4.0,Urban,2.0,2050,1.0924,6001,501.0,6500.0
1388_004.9,2545.5,4.0,Suburban,2.0,2050,1.0924,2330,592.0,2900.0
1389_000.8,6415.9,4.0,Suburban,2.0,2050,1.0924,5873,-2788.0,3100.0
1389_001.2,5757.5,4.0,Suburban,2.0,2050,1.0924,5270,-3367.0,1900.0
1389_002.1,8067.3,4.0,Suburban,2.0,2050,1.0924,7384,-2819.0,4600.0
1389_003.1,6217.2,4.0,Suburban,2.0,2050,1.0946,5679,-2031.0,3600.0
1390_000.0,5413.9,5.0,Urban,2.0,2050,1.0946,4946,-3553.0,1400.0
1390_000.3,3949.3,5.0,Urban,2.0,2050,1.0946,3607,-2391.0,1200.0
1392_000.0,3668.2,4.0,Suburban,2.0,2050,1.0924,3357,3342.0,6700.0
1392_001.2,8982.4,4.0,Suburban,2.0,2050,1.0924,8222,4639.0,13000.0
1392_001.8,12924.4,4.0,Suburban,2.0,2050,1.0924,11831,950.0,13000.0
1392_002.1,11790.4,4.0,Suburban,2.0,2050,1.0946,10771,-5150.0,5600.0
1392_002.3,6368.6,4.0,Suburban,2.0,2050,1.0924,5829,1981.0,7800.0
1392_002.4,6056.5,4.0,Urban,2.0,2050,1.0924,5544,-1565.0,4000.0
1394_000.0,4606.1,5.0,Urban,2.0,2050,1.0924,4216,2184.0,6400.0
1396_000.0,15431.9,4.0,Suburban,2.0,2050,1.0924,14126,-4282.0,9800.0
1397_000.0,9135.5,4.0,Suburban,2.0,2050,1.0924,8362,0.0,8400.0
1398_000.0,1960.5,4.0,Urban,2.0,2050,1.0946,1791,1314.0,3100.0
1398_000.3,7226.7,4.0,Urban,2.0,2050,1.0946,6602,-3460.0,3100.0
1400_000.0,4938.3,4.0,Suburban,2.0,2050,1.0924,4520,1322.0,5800.0
1400_001.3,3548.3,4.0,Transition,2.0,2050,1.0924,3248,310.0,3600.0
1400_002.7,2726.6,4.0,Suburban,2.0,2050,1.0924,2495,953.0,3400.0
1400_004.4,1745.8,4.0,Suburban,2.0,2050,1.0946,1594,2466.0,4100.0
1400_006.5,7795.9,4.0,Suburban,2.0,2050,1.0946,7122,1531.0,8700.0
1400_006.8,9124.5,4.0,Urban,2.0,2050,1.0946,8335,1100.0,9400.0
1400_007.5,16278.6,3.0,Urban,4.0,2050,1.0946,14871,5830.0,20500.0
1402_000.0,8903.0,4.0,Suburban,2.0,2050,1.0924,8149,-2256.0,5900.0
1404_000.0,11289.6,3.0,Urban,2.0,2050,1.0946,10313,1488.0,12000.0
1404_000.4,3751.9,3.0,Urban,2.0,2050,1.0946,3427,4721.0,8100.0
1404_001.1,3656.7,4.0,Urban,2.0,2050,1.0946,3340,5014.0,8400.0
1404_001.4,4937.9,4.0,Urban,2.0,2050,1.0946,4511,8941.0,13500.0
1404_002.1,7229.3,4.0,Urban,2.0,2050,1.0946,6604,4167.0,11000.0
1406_000.0,6576.0,4.0,Suburban,2.0,2050,1.0924,6019,-2911.0,3100.0
1408_000.0,14499.7,3.0,Urban,2.0,2050,1.0946,13246,-1548.0,11500.0
1408_000.1,8315.7,3.0,Urban,2.0,2050,1.0946,7597,2661.0,10500.0
1408_000.7,13250.3,3.0,Suburban,2.0,2050,1.0946,12105,1961.0,14000.0
1408_001.2,2015.9,3.0,Suburban,2.0,2050,1.0924,1845,5618.0,7500.0
1410_000.0,8888.3,4.0,Suburban,2.0,2050,1.0924,8136,-952.0,7200.0
1410_001.0,9824.2,4.0,Suburban,2.0,2050,1.0924,8993,-1813.0,7200.0
1410_001.5,9195.7,4.0,Urban,2.0,2050,1.0946,8400,7813.0,16000.0
1410_002.0,6007.3,4.0,Urban,2.0,2050,1.0946,5488,8223.0,13500.0
1410_002.2,6890.4,4.0,Urban,2.0,2050,1.0946,6294,6476.0,13000.0
1410_002.3,6770.6,4.0,Urban,2.0,2050,1.0946,6185,-1545.0,4600.0
1418_000.0,8772.0,4.0,Urban,2.0,2050,1.0924,8030,111.0,8100.0
1418_000.9,6436.2,4.0,Urban,2.0,2050,1.0946,5879,119.0,6000.0
1418_001.7,2311.5,4.0,Urban,2.0,2050,1.0924,2115,3114.0,5200.0
1420_000.0,21086.7,2.0,Urban,4.0,2050,1.0946,19264,10124.0,29500.0
1420_000.3,15346.0,3.0,Urban,4.0,2050,1.0946,14019,8758.0,23000.0
1420_000.7,9414.6,4.0,Suburban,2.0,2050,1.0946,8600,6710.0,15500.0
1422_000.0,11330.3,3.0,Urban,2.0,2050,1.0946,10351,2288.0,12500.0
1422_000.7,11877.2,4.0,Urban,2.0,2050,1.0946,10850,3006.0,14000.0
1422_001.5,2663.4,5.0,Urban,2.0,2050,1.0946,2433,6933.0,9400.0
1422_002.0,7580.5,5.0,Urban,2.0,2050,1.0946,6925,0.0,6900.0
1424_000.0,4448.1,4.0,Urban,2.0,2050,1.0946,4063,2462.0,6500.0
1424_000.3,4639.5,4.0,Urban,2.0,2050,1.0946,4238,1740.0,6000.0
1425_000.0,3514.3,5.0,Suburban,2.0,2050,1.0924,3217,-2803.0,400.0
1425_000.6,4699.4,5.0,Urban,2.0,2050,1.0924,4301,-3552.0,750.0
1427_000.0,25270.4,3.0,Urban,4.0,2050,1.0924,23132,1602.0,24500.0
1427_000.1,15924.8,3.0,Urban,4.0,2050,1.0924,14577,0.0,14500.0
1427_000.8,20663.4,3.0,Urban,4.0,2050,1.0924,18915,0.0,19000.0
1428_000.0,1229.7,5.0,Urban,2.0,2050,1.0946,1123,913.0,2000.0
1428_000.4,3781.8,5.0,Urban,2.0,2050,1.0946,3454,-1148.0,2300.0
1428_001.1,7262.7,5.0,Urban,2.0,2050,1.0946,6635,-4697.0,1900.0
1428_001.7,749.9,5.0,Suburban,2.0,2050,1.0924,686,1387.0,2100.0
1428_004.2,5823.1,5.0,Suburban,2.0,2050,1.0924,5330,-1896.0,3400.0
1430_000.0,5034.3,5.0,Suburban,2.0,2050,1.0924,4608,1189.0,5800.0
1431_000.5,4669.5,5.0,Urban,2.0,2050,1.0946,4265,265.0,4500.0
1431_001.0,7878.4,5.0,Suburban,2.0,2050,1.0946,7197,686.0,7900.0
1431_002.8,5511.5,5.0,Suburban,2.0,2050,1.0918,5048,0.0,5000.0
1431_004.1,5820.4,5.0,Suburban,2.0,2050,1.0924,5328,-847.0,4500.0
1432_000.0,5276.0,5.0,Suburban,2.0,2050,1.0924,4829,-1068.0,3800.0
1435_000.4,7597.6,3.0,Suburban,2.0,2050,1.0918,6958,-2605.0,4400.0
1435_000.9,9723.4,3.0,Suburban,2.0,2050,1.0918,8905,-3812.0,5100.0
1435_001.4,12250.4,3.0,Suburban,2.0,2050,1.0924,11214,1017.0,12000.0
1435_002.4,28640.7,3.0,Urban,4.0,2050,1.0924,26218,-21650.0,4600.0
1436_000.0,2406.1,5.0,Urban,2.0,2050,1.0946,2198,2960.0,5200.0
1436_000.3,662.7,5.0,Suburban,2.0,2050,1.0924,606,4755.0,5400.0
1438_000.8,34509.5,3.0,Urban,4.0,2050,1.0924,31590,1552.0,33000.0
1438_000.9,7058.5,4.0,Suburban,2.0,2050,1.0924,6461,3080.0,9500.0
1438_000.9,7058.5,4.0,Suburban,2.0,2050,1.0924,6461,3080.0,9500.0
1438_000.9,7058.5,4.0,Suburban,2.0,2050,1.0924,6461,3080.0,9500.0
1438_000.9,7058.5,4.0,Suburban,2.0,2050,1.0924,6461,3080.0,9500.0
1438_002.0,6484.4,4.0,Suburban,2.0,2050,1.0924,5935,-827.0,5100.0
1438_002.4,8150.3,4.0,Suburban,2.0,2050,1.0924,7460,-687.0,6800.0
1438_003.6,12053.9,4.0,Suburban,2.0,2050,1.0924,11034,-3067.0,8000.0
1438_004.6,13548.3,4.0,Suburban,2.0,2050,1.0924,12402,-7620.0,4800.0
1438_005.7,4117.4,4.0,Suburban,2.0,2050,1.0946,3761,983.0,4700.0
1439_000.0,14592.8,3.0,Suburban,2.0,2050,1.0924,13358,-1615.0,11500.0
1442_000.0,20051.3,3.0,Suburban,2.0,2050,1.0924,18355,741.0,19000.0
1442_000.1,13586.0,3.0,Suburban,2.0,2050,1.0924,12436,-123.0,12500.0
1445_001.4,870.0,5.0,Suburban,2.0,2050,1.0924,796,9569.0,10500.0
1445_002.9,7640.1,5.0,Suburban,2.0,2050,1.0924,6993,4275.0,11500.0
1445_003.7,3437.4,5.0,Suburban,2.0,2050,1.0924,3146,7133.0,10500.0
1446_000.0,4955.5,4.0,Suburban,2.0,2050,1.0924,4536,-151.0,4400.0
1446_000.8,3811.2,4.0,Suburban,2.0,2050,1.0924,3488,674.0,4200.0
1446_001.7,2789.3,4.0,Suburban,2.0,2050,1.0924,2553,0.0,2600.0
1448_000.2,5160.9,4.0,Suburban,2.0,2050,1.0924,4724,2419.0,7100.0
1449_001.3,4178.5,4.0,Suburban,2.0,2050,1.0924,3825,-3936.0,-111.0
1450_000.0,3210.7,4.0,Urban,2.0,2050,1.0946,2933,267.0,3200.0
1450_000.8,5995.7,4.0,Suburban,2.0,2050,1.0924,5488,-1299.0,4200.0
1452_000.0,10780.7,3.0,Urban,4.0,2050,1.0924,9868,5023.0,15000.0
1452_000.9,13754.7,3.0,Urban,4.0,2050,1.0946,12565,4482.0,17000.0
1454_000.0,20985.4,3.0,Urban,2.0,2050,1.0924,19210,1632.0,21000.0
1454_000.6,17448.5,3.0,Urban,2.0,2050,1.0924,15972,-1290.0,14500.0
1456_000.0,12814.1,3.0,Urban,2.0,2050,1.0924,11730,-5149.0,6600.0
1456_000.2,8367.6,3.0,Suburban,2.0,2050,1.0924,7659,-957.0,6700.0
1456_001.0,14675.3,3.0,Suburban,2.0,2050,1.0946,13406,-2584.0,11000.0
1456_001.7,14262.4,3.0,Suburban,2.0,2050,1.0924,13056,4522.0,17500.0
1456_002.7,14592.9,3.0,Suburban,2.0,2050,1.0924,13358,-418.0,13000.0
1456_003.4,13278.1,3.0,Suburban,2.0,2050,1.0924,12154,2000.0,14000.0
1456_003.7,12972.1,3.0,Suburban,2.0,2050,1.0924,11874,-5579.0,6300.0
1458_000.0,6758.6,4.0,Suburban,2.0,2050,1.0918,6190,3611.0,9800.0
1458_000.4,7248.8,4.0,Suburban,2.0,2050,1.0918,6639,4176.0,11000.0
1458_000.8,14042.3,4.0,Suburban,2.0,2050,1.0918,12861,-1075.0,12000.0
1458_001.3,6670.5,4.0,Suburban,2.0,2050,1.0918,6109,-1756.0,4400.0
1458_001.8,7484.0,4.0,Suburban,2.0,2050,1.0918,6854,-13.0,6800.0
1458_002.3,12580.9,4.0,Suburban,2.0,2050,1.0918,11523,-1806.0,9700.0
1458_002.8,12115.9,4.0,Suburban,2.0,2050,1.0946,11068,-2456.0,8600.0
1458_003.4,11931.3,4.0,Urban,2.0,2050,1.0946,10900,722.0,11500.0
1458_003.8,18010.8,4.0,Urban,2.0,2050,1.0946,16454,-2576.0,14000.0
1459_000.0,5163.1,4.0,Suburban,2.0,2050,1.0924,4726,-2516.0,2200.0
1459_000.3,4904.0,4.0,Suburban,2.0,2050,1.0924,4489,-1469.0,3000.0
1459_000.9,3240.0,5.0,Suburban,2.0,2050,1.0918,2967,-243.0,2700.0
1459_001.5,1673.9,5.0,Suburban,2.0,2050,1.0918,1533,338.0,1900.0
1459_002.0,3247.6,5.0,Suburban,2.0,2050,1.0924,2972,-615.0,2400.0
1459_003.1,4200.1,4.0,Urban,2.0,2050,1.0924,3844,-8810.0,-4966.0
1459_003.6,20936.0,3.0,Urban,4.0,2050,1.0924,19165,-15169.0,4000.0
1459_003.9,38901.2,2.0,Urban,4.0,2050,1.0924,35610,-26128.0,9500.0
1462_000.1,9770.8,4.0,Urban,2.0,2050,1.0946,8926,-1904.0,7000.0
1462_001.1,14065.4,4.0,Suburban,2.0,2050,1.0924,12875,-4931.0,7900.0
1462_001.9,13359.7,4.0,Suburban,2.0,2050,1.0924,12229,-6360.0,5900.0
1462_002.3,17014.5,4.0,Suburban,2.0,2050,1.0924,15575,-8507.0,7100.0
1464_000.0,4688.2,5.0,Suburban,2.0,2050,1.0918,4294,8488.0,13000.0
1464_001.0,4008.1,5.0,Suburban,2.0,2050,1.0924,3669,8190.0,12000.0
1464_002.0,5565.9,5.0,Suburban,2.0,2050,1.0924,5095,7287.0,12500.0
1464_002.5,2985.0,5.0,Suburban,2.0,2050,1.0924,2732,5606.0,8300.0
1464_003.0,5370.6,5.0,Suburban,2.0,2050,1.0924,4916,4608.0,9500.0
1464_004.0,5544.8,5.0,Urban,2.0,2050,1.0924,5075,4222.0,9300.0
1464_005.0,3419.7,5.0,Urban,2.0,2050,1.0946,3124,5524.0,8600.0
1466_000.0,8189.8,4.0,Suburban,2.0,2050,1.0918,7501,5230.0,12500.0
1466_000.5,7662.5,4.0,Suburban,2.0,2050,1.0924,7014,4011.0,11000.0
1466_001.0,10925.5,4.0,Urban,2.0,2050,1.0924,10001,3337.0,13500.0
1467_000.0,8463.5,3.0,Suburban,2.0,2050,1.0924,7747,11927.0,19500.0
1467_000.6,15980.9,3.0,Suburban,2.0,2050,1.0924,14629,10109.0,24500.0
1467_001.0,21500.2,3.0,Suburban,4.0,2050,1.0924,19681,8106.0,28000.0
1467_002.1,35663.9,3.0,Urban,4.0,2050,1.0946,32581,-1336.0,31000.0
1467_002.2,34907.6,3.0,Urban,4.0,2050,1.0946,31890,-703.0,31000.0
1470_000.0,23238.6,4.0,Urban,2.0,2050,1.0946,21230,-11482.0,9700.0
1470_000.4,19388.1,4.0,Urban,2.0,2050,1.0946,17712,-7793.0,9900.0
1472_000.0,5944.3,5.0,Suburban,2.0,2050,1.0924,5441,-1476.0,4000.0
1472_000.5,5244.0,5.0,Suburban,2.0,2050,1.0924,4800,-545.0,4300.0
1472_001.0,10519.0,5.0,Urban,2.0,2050,1.0924,9629,-4610.0,5000.0
1474_000.0,27812.5,3.0,Urban,4.0,2050,1.0946,25408,-10113.0,15500.0
1474_000.8,19410.7,3.0,Suburban,4.0,2050,1.0924,17768,-474.0,17500.0
1474_001.3,15896.7,3.0,Suburban,2.0,2050,1.0924,14552,-5600.0,9000.0
1478_000.0,37181.6,3.0,Urban,4.0,2050,1.0946,33968,320.0,34500.0
1478_000.7,21009.4,3.0,Urban,2.0,2050,1.0946,19193,-2991.0,16000.0
1478_001.5,18486.8,3.0,Suburban,2.0,2050,1.0924,16923,-275.0,16500.0
1478_002.0,15842.9,3.0,Suburban,2.0,2050,1.0924,14502,-4494.0,10000.0
1478_002.2,11597.1,3.0,Suburban,2.0,2050,1.0924,10616,-510.0,10000.0
1480_000.0,6762.0,4.0,Urban,2.0,2050,1.0946,6177,-1442.0,4700.0
1480_000.4,13256.0,4.0,Urban,2.0,2050,1.0946,12110,-3110.0,9000.0
1482_000.0,25469.9,4.0,Urban,2.0,2050,1.0946,23268,-7362.0,16000.0
1482_000.2,23970.0,4.0,Urban,2.0,2050,1.0924,21942,-6697.0,15000.0
1483_000.0,7093.5,5.0,Suburban,2.0,2050,1.0918,6497,1498.0,8000.0
1483_001.0,1483.4,5.0,Suburban,2.0,2050,1.0918,1358,4364.0,5700.0
1483_001.4,2486.7,5.0,Suburban,2.0,2050,1.0918,2277,3900.0,6200.0
1483_002.0,1415.2,5.0,Urban,2.0,2050,1.0924,1295,841.0,2100.0
